"Data";"Desvio Padrão 2020";"Desvio Padrão 2021";"Desvio Padrão 2022";"Desvio Padrão 2023";"Desvio Padrão 2024";"Media 2020";"Media 2021";"Media 2022";"Media 2023";"Media 2024"
2020-04-20;"3,89";"3,13";"3,79";"4,31";"4,68";"61,41";"62,83";"63,31";"64,09";"64,23"
2020-04-22;"3,89";"3,13";"3,79";"4,31";"4,68";"61,41";"62,83";"63,31";"64,09";"64,23"
2020-04-23;"3,67";"2,76";"3,47";"3,97";"4,2";"61,66";"63,09";"63,51";"64,27";"64,48"
2020-04-24;"3,4";"2,79";"3,57";"3,92";"4,14";"62,03";"63,21";"63,63";"64,67";"64,9"
2020-04-27;"3,35";"3";"3,57";"3,92";"4,14";"61,99";"63,3";"63,63";"64,67";"64,9"
2020-04-28;"3,57";"3,51";"4,6";"3,92";"4,14";"62,5";"63,76";"64,48";"64,67";"64,9"
2020-04-29;"3,35";"3,61";"4,66";"3,81";"4,14";"63,09";"64,08";"64,73";"64,88";"64,9"
2020-04-30;"3,43";"3,72";"4,86";"4,25";"4,44";"63,2";"64,21";"64,94";"65,19";"65,15"
2020-05-04;"3,45";"3,69";"4,88";"4,34";"4,6";"63,48";"64,38";"65,2";"65,53";"65,56"
2020-05-05;"3,5";"3,74";"4,88";"4,34";"4,6";"63,42";"64,37";"65,2";"65,53";"65,56"
2020-05-06;"3,41";"3,74";"4,88";"4,34";"4,6";"63,46";"64,37";"65,2";"65,53";"65,56"
2020-05-07;"3,41";"3,74";"4,88";"4,34";"4,6";"63,46";"64,37";"65,2";"65,53";"65,56"
2020-05-08;"3,41";"3,71";"4,86";"4,35";"4,6";"63,47";"64,45";"65,24";"65,53";"65,57"
